Category,City,Country/Region,Customer ID,Customer Name,Order Date,Order ID,Order Profitable?,Postal Code,Product ID,Product Name,Region,Row ID,Segment,Ship Date,Ship Mode,Ship Status,State,Sub-Category,Days to Ship Actual,Days to Ship Scheduled,Discount,Profit,Quantity,Sales,Sales Forecast
Furniture,Raleigh,United States,BW-11065,Barry Weirich,11/08/2020,CA-2020-119634,Profitable,27604,FUR-FU-10004270,"Executive Impressions 13"" Clairmont Wall Clock",South,5758,Consumer,16/08/2020,Standard Class,Shipped Early,North Carolina,Furnishings,5,6,20.00%,12,3,46,69
Technology,Hialeah,United States,BH-11710,Brosina Hoffman,22/11/2020,CA-2020-149300,Unprofitable,33012,TEC-MA-10000423,Texas Instruments TI-34 Scientific Calculator,South,5759,Consumer,23/11/2020,First Class,Shipped On Time,Florida,Machines,1,1,50.00%,-2,3,33,49
Office Supplies,Los Angeles,United States,JP-16135,Julie Prescott,30/12/2021,US-2021-111528,Profitable,90032,OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,West,5760,Home Office,30/12/2021,Same Day,Shipped On Time,California,Storage,0,0,0.00%,125,4,481,721
Office Supplies,Los Angeles,United States,JP-16135,Julie Prescott,30/12/2021,US-2021-111528,Profitable,90032,OFF-BI-10002194,Cardinal Hold-It CD Pocket,West,5761,Home Office,30/12/2021,Same Day,Shipped On Time,California,Binders,0,0,20.00%,2,1,6,10
Office Supplies,Lake Forest,United States,JM-16195,Justin MacKendrick,12/08/2022,CA-2022-158169,Profitable,92630,OFF-AP-10000828,Avanti 4.4 Cu. Ft. Refrigerator,West,5762,Consumer,15/08/2022,First Class,Shipped Late,California,Appliances,3,1,0.00%,152,3,543,813
Furniture,Lake Forest,United States,JM-16195,Justin MacKendrick,12/08/2022,CA-2022-158169,Profitable,92630,FUR-FU-10001473,DAX Wood Document Frame,West,5763,Consumer,15/08/2022,First Class,Shipped Late,California,Furnishings,3,1,0.00%,20,4,55,82
Furniture,Long Beach,United States,FH-14365,Fred Hopkins,3/11/2020,CA-2020-162047,Profitable,11561,FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,East,5764,Corporate,5/11/2020,First Class,Shipped Late,New York,Chairs,2,1,10.00%,209,10,1449,2170
Office Supplies,Seattle,United States,MC-17575,Matt Collins,10/09/2020,CA-2020-117772,Profitable,98103,OFF-ST-10003994,"Belkin 19"" Center-Weighted Shelf, Gray",West,5765,Consumer,12/09/2020,Second Class,Shipped Early,Washington,Storage,2,3,0.00%,18,6,354,530
Technology,Redding,United States,EB-13870,Emily Burns,8/11/2019,US-2019-126340,Profitable,96003,TEC-PH-10004447,Toshiba IPT2010-SD IP Telephone,West,5766,Consumer,14/11/2019,Standard Class,Shipped On Time,California,Phones,6,6,20.00%,25,3,334,500
Office Supplies,San Antonio,United States,PM-19135,Peter McVee,8/10/2021,CA-2021-149685,Profitable,78207,OFF-LA-10004545,Avery 50,Central,5767,Home Office,15/10/2021,Standard Class,Shipped Late,Texas,Labels,7,6,20.00%,20,6,60,90
Technology,Houston,United States,AR-10345,Alex Russell,8/09/2022,CA-2022-126396,Profitable,77070,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,Central,5768,Corporate,12/09/2022,Second Class,Shipped Late,Texas,Accessories,4,3,20.00%,20,6,85,128
Office Supplies,Leominster,United States,SS-20875,Sung Shariari,25/02/2020,CA-2020-154900,Profitable,1453,OFF-LA-10001641,Avery 518,East,5769,Consumer,1/03/2020,Standard Class,Shipped Early,Massachusetts,Labels,5,6,0.00%,2,1,3,5
Office Supplies,Leominster,United States,SS-20875,Sung Shariari,25/02/2020,CA-2020-154900,Profitable,1453,OFF-PA-10002377,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",East,5770,Consumer,1/03/2020,Standard Class,Shipped Early,Massachusetts,Paper,5,6,0.00%,10,4,23,34
Furniture,Los Angeles,United States,SC-20440,Shaun Chance,24/09/2020,CA-2020-103835,Profitable,90032,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",West,5771,Corporate,28/09/2020,Standard Class,Shipped Early,California,Furnishings,4,6,0.00%,5,3,15,22
Office Supplies,Los Angeles,United States,SC-20440,Shaun Chance,24/09/2020,CA-2020-103835,Profitable,90032,OFF-AP-10002651,Hoover Upright Vacuum With Dirt Cup,West,5772,Corporate,28/09/2020,Standard Class,Shipped Early,California,Appliances,4,6,0.00%,336,4,1158,1734
Technology,Springfield,United States,EA-14035,Erin Ashbrook,26/11/2020,CA-2020-158939,Profitable,65807,TEC-CO-10002313,Canon PC1080F Personal Copier,Central,5773,Corporate,1/12/2020,Standard Class,Shipped Early,Missouri,Copiers,5,6,0.00%,234,1,600,899
Office Supplies,Waco,United States,TP-21130,Theone Pippenger,31/08/2021,CA-2021-117408,Profitable,76706,OFF-ST-10001580,Super Decoflex Portable Personal File,Central,5774,Consumer,6/09/2021,Standard Class,Shipped On Time,Texas,Storage,6,6,20.00%,2,2,24,36
Furniture,Los Angeles,United States,BP-11290,Beth Paige,12/04/2021,CA-2021-142398,Unprofitable,90036,FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,West,5775,Consumer,16/04/2021,Standard Class,Shipped Early,California,Chairs,4,6,20.00%,-32,7,638,956
Office Supplies,Los Angeles,United States,BP-11290,Beth Paige,12/04/2021,CA-2021-142398,Unprofitable,90036,OFF-BI-10004826,JM Magazine Binder,West,5776,Consumer,16/04/2021,Standard Class,Shipped Early,California,Binders,4,6,20.00%,5,1,13,20
Office Supplies,Auburn,United States,LM-17065,Liz MacKendrick,4/12/2021,CA-2021-105277,Profitable,13021,OFF-BI-10000301,GBC Instant Report Kit,East,5777,Consumer,8/12/2021,Standard Class,Shipped Early,New York,Binders,4,6,20.00%,6,3,16,23
Office Supplies,San Francisco,United States,KT-16465,Kean Takahito,4/12/2021,CA-2021-112060,Profitable,94109,OFF-PA-10000994,Xerox 1915,West,5778,Consumer,9/12/2021,Standard Class,Shipped Early,California,Paper,5,6,0.00%,50,1,105,157
Office Supplies,Los Angeles,United States,AP-10915,Arthur Prichep,11/11/2019,CA-2019-105270,Profitable,90008,OFF-AR-10003156,50 Colored Long Pencils,West,5779,Consumer,18/11/2019,Standard Class,Shipped Late,California,Art,7,6,0.00%,8,3,30,46
Furniture,Los Angeles,United States,AP-10915,Arthur Prichep,11/11/2019,CA-2019-105270,Profitable,90008,FUR-CH-10000988,Hon Olson Stacker Stools,West,5780,Consumer,18/11/2019,Standard Class,Shipped Late,California,Chairs,7,6,20.00%,11,1,113,169
Technology,Los Angeles,United States,JD-15790,John Dryer,2/04/2020,US-2020-159513,Profitable,90049,TEC-MA-10003329,"Vtech AT&T CL2940 Corded Speakerphone, Black",West,5781,Consumer,9/04/2020,Standard Class,Shipped Late,California,Machines,7,6,20.00%,24,3,72,108
Office Supplies,Chico,United States,XP-21865,Xylona Preis,12/12/2020,CA-2020-155586,Profitable,95928,OFF-AR-10001547,Newell 311,West,5782,Consumer,16/12/2020,Second Class,Shipped Late,California,Art,4,3,0.00%,1,1,2,3
Office Supplies,Chico,United States,XP-21865,Xylona Preis,12/12/2020,CA-2020-155586,Profitable,95928,OFF-EN-10003072,Peel & Seel Envelopes,West,5783,Consumer,16/12/2020,Second Class,Shipped Late,California,Envelopes,4,3,0.00%,7,4,16,23
Office Supplies,Chico,United States,XP-21865,Xylona Preis,12/12/2020,CA-2020-155586,Profitable,95928,OFF-PA-10000726,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",West,5784,Consumer,16/12/2020,Second Class,Shipped Late,California,Paper,4,3,0.00%,16,4,36,55
Furniture,Springfield,United States,JK-16090,Juliana Krohn,2/10/2022,CA-2022-141117,Unprofitable,97477,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,West,5785,Consumer,8/10/2022,Standard Class,Shipped On Time,Oregon,Bookcases,6,6,70.00%,-385,6,218,326
Office Supplies,Springfield,United States,JK-16090,Juliana Krohn,2/10/2022,CA-2022-141117,Unprofitable,97477,OFF-SU-10004664,Acme Softgrip Scissors,West,5786,Consumer,8/10/2022,Standard Class,Shipped On Time,Oregon,Supplies,6,6,20.00%,4,6,39,59
Office Supplies,Springfield,United States,JK-16090,Juliana Krohn,2/10/2022,CA-2022-141117,Unprofitable,97477,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",West,5787,Consumer,8/10/2022,Standard Class,Shipped On Time,Oregon,Binders,6,6,70.00%,-17,7,23,34
Office Supplies,Springfield,United States,JK-16090,Juliana Krohn,2/10/2022,CA-2022-141117,Unprofitable,97477,OFF-AR-10003727,Berol Giant Pencil Sharpener,West,5788,Consumer,8/10/2022,Standard Class,Shipped On Time,Oregon,Art,6,6,20.00%,11,7,95,142
Furniture,Jacksonville,United States,MG-18205,Mitch Gastineau,10/04/2022,CA-2022-115070,Unprofitable,32216,FUR-FU-10003829,Stackable Trays,South,5789,Corporate,14/04/2022,Second Class,Shipped Late,Florida,Furnishings,4,3,20.00%,2,5,12,18
Office Supplies,Jacksonville,United States,MG-18205,Mitch Gastineau,10/04/2022,CA-2022-115070,Unprofitable,32216,OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",South,5790,Corporate,14/04/2022,Second Class,Shipped Late,Florida,Binders,4,3,70.00%,-3,3,4,7
Office Supplies,Bakersfield,United States,PG-18820,Patrick Gardner,29/09/2022,CA-2022-140186,Profitable,93309,OFF-FA-10002280,Advantus Plastic Paper Clips,West,5791,Consumer,2/10/2022,First Class,Shipped Late,California,Fasteners,3,1,0.00%,17,7,35,52
Furniture,Bakersfield,United States,PG-18820,Patrick Gardner,29/09/2022,CA-2022-140186,Profitable,93309,FUR-CH-10002961,"Leather Task Chair, Black",West,5792,Consumer,2/10/2022,First Class,Shipped Late,California,Chairs,3,1,20.00%,0,1,73,109
Office Supplies,Bakersfield,United States,PG-18820,Patrick Gardner,29/09/2022,CA-2022-140186,Profitable,93309,OFF-AP-10002578,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",West,5793,Consumer,2/10/2022,First Class,Shipped Late,California,Appliances,3,1,0.00%,25,2,98,147
Furniture,Bakersfield,United States,PG-18820,Patrick Gardner,29/09/2022,CA-2022-140186,Profitable,93309,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",West,5794,Consumer,2/10/2022,First Class,Shipped Late,California,Furnishings,3,1,0.00%,16,1,52,78
Office Supplies,Bakersfield,United States,PG-18820,Patrick Gardner,29/09/2022,CA-2022-140186,Profitable,93309,OFF-BI-10003364,Binding Machine Supplies,West,5795,Consumer,2/10/2022,First Class,Shipped Late,California,Binders,3,1,20.00%,16,2,47,70
Office Supplies,New York City,United States,LD-17005,Lisa DeCherney,29/09/2019,CA-2019-124856,Profitable,10011,OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",East,5796,Consumer,3/10/2019,Second Class,Shipped Late,New York,Storage,4,3,0.00%,363,9,1396,2090
Furniture,New York City,United States,LD-17005,Lisa DeCherney,29/09/2019,CA-2019-124856,Profitable,10011,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",East,5797,Consumer,3/10/2019,Second Class,Shipped Late,New York,Furnishings,4,3,0.00%,36,4,117,176
Office Supplies,New York City,United States,LD-17005,Lisa DeCherney,29/09/2019,CA-2019-124856,Profitable,10011,OFF-LA-10000121,Avery 48,East,5798,Consumer,3/10/2019,Second Class,Shipped Late,New York,Labels,4,3,0.00%,9,3,19,28
Office Supplies,New York City,United States,LD-17005,Lisa DeCherney,29/09/2019,CA-2019-124856,Profitable,10011,OFF-PA-10001289,White Computer Printout Paper by Universal,East,5799,Consumer,3/10/2019,Second Class,Shipped Late,New York,Paper,4,3,0.00%,38,2,78,116
Furniture,Chicago,United States,CR-12730,Craig Reiter,20/08/2019,CA-2019-166716,Unprofitable,60610,FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",Central,5800,Consumer,25/08/2019,Second Class,Shipped Late,Illinois,Chairs,5,3,30.00%,-6,2,421,631
Technology,El Paso,United States,MN-17935,Michael Nguyen,11/07/2019,CA-2019-123225,Profitable,79907,TEC-PH-10000895,Polycom VVX 310 VoIP phone,Central,5801,Consumer,14/07/2019,First Class,Shipped Late,Texas,Phones,3,1,20.00%,43,4,576,863
Office Supplies,El Paso,United States,MN-17935,Michael Nguyen,11/07/2019,CA-2019-123225,Profitable,79907,OFF-PA-10000552,Xerox 200,Central,5802,Consumer,14/07/2019,First Class,Shipped Late,Texas,Paper,3,1,20.00%,4,2,10,16
Technology,Thousand Oaks,United States,RD-19900,Ruben Dartt,22/03/2020,CA-2020-163440,Profitable,91360,TEC-PH-10000376,Square Credit Card Reader,West,5803,Consumer,24/03/2020,First Class,Shipped Late,California,Phones,2,1,20.00%,1,2,16,24
Office Supplies,Springfield,United States,JP-16135,Julie Prescott,12/05/2022,US-2022-106796,Profitable,45503,OFF-AR-10003504,Newell 347,East,5804,Home Office,19/05/2022,Standard Class,Shipped Late,Ohio,Art,7,6,20.00%,1,3,10,15
Office Supplies,Dallas,United States,KE-16420,Katrina Edelman,13/11/2022,CA-2022-113873,Unprofitable,75220,OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Central,5805,Corporate,19/11/2022,Standard Class,Shipped On Time,Texas,Storage,6,6,20.00%,6,4,62,93
Furniture,Dallas,United States,KE-16420,Katrina Edelman,13/11/2022,CA-2022-113873,Unprofitable,75220,FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",Central,5806,Corporate,19/11/2022,Standard Class,Shipped On Time,Texas,Bookcases,6,6,32.00%,-27,3,206,309
Office Supplies,Knoxville,United States,DL-13315,Delfina Latchford,4/09/2021,CA-2021-149783,Profitable,37918,OFF-PA-10002195,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",South,5807,Consumer,7/09/2021,Second Class,Shipped On Time,Tennessee,Paper,3,3,20.00%,4,3,12,18
Office Supplies,Knoxville,United States,DL-13315,Delfina Latchford,4/09/2021,CA-2021-149783,Profitable,37918,OFF-AP-10001205,Belkin 5 Outlet SurgeMaster Power Centers,South,5808,Consumer,7/09/2021,Second Class,Shipped On Time,Tennessee,Appliances,3,3,20.00%,9,2,87,131
Office Supplies,Knoxville,United States,DL-13315,Delfina Latchford,4/09/2021,CA-2021-149783,Profitable,37918,OFF-AR-10002987,Prismacolor Color Pencil Set,South,5809,Consumer,7/09/2021,Second Class,Shipped On Time,Tennessee,Art,3,3,20.00%,8,2,32,48
Furniture,Chattanooga,United States,KB-16240,Karen Bern,6/02/2021,CA-2021-125017,Unprofitable,37421,FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",South,5810,Corporate,11/02/2021,Standard Class,Shipped Early,Tennessee,Furnishings,5,6,20.00%,-18,4,132,198
Office Supplies,San Diego,United States,JD-16150,Justin Deggeller,22/03/2020,US-2020-163279,Profitable,92037,OFF-PA-10003127,Easy-staple paper,West,5811,Corporate,26/03/2020,Standard Class,Shipped Early,California,Paper,4,6,0.00%,49,4,106,158
Furniture,San Diego,United States,JD-16150,Justin Deggeller,22/03/2020,US-2020-163279,Profitable,92037,FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,West,5812,Corporate,26/03/2020,Standard Class,Shipped Early,California,Furnishings,4,6,0.00%,16,2,92,138
Technology,San Diego,United States,JD-16150,Justin Deggeller,22/03/2020,US-2020-163279,Profitable,92037,TEC-PH-10001795,ClearOne CHATAttach 160 - speaker phone,West,5813,Corporate,26/03/2020,Standard Class,Shipped Early,California,Phones,4,6,20.00%,186,3,1488,2228
Office Supplies,New York City,United States,SR-20740,Steven Roelle,2/07/2020,CA-2020-150196,Profitable,10024,OFF-PA-10003797,Xerox 209,East,5814,Home Office,3/07/2020,First Class,Shipped On Time,New York,Paper,1,1,0.00%,9,3,19,29
Technology,Tampa,United States,AC-10450,Amy Cox,15/06/2020,US-2020-106495,Unprofitable,33614,TEC-AC-10002718,Belkin Standard 104 key USB Keyboard,South,5815,Consumer,17/06/2020,First Class,Shipped Late,Florida,Accessories,2,1,20.00%,-1,1,12,17
Technology,Utica,United States,LS-17245,Lynn Smith,26/11/2019,CA-2019-124730,Profitable,13501,TEC-PH-10002170,ClearSounds CSC500 Amplified Spirit Phone Corded phone,East,5816,Consumer,26/11/2019,Same Day,Shipped On Time,New York,Phones,0,0,0.00%,78,4,280,419
Office Supplies,Utica,United States,LS-17245,Lynn Smith,26/11/2019,CA-2019-124730,Profitable,13501,OFF-BI-10001078,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",East,5817,Consumer,26/11/2019,Same Day,Shipped On Time,New York,Binders,0,0,20.00%,5,3,13,19
Office Supplies,Utica,United States,LS-17245,Lynn Smith,26/11/2019,CA-2019-124730,Profitable,13501,OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,East,5818,Consumer,26/11/2019,Same Day,Shipped On Time,New York,Binders,0,0,20.00%,6,4,17,26
Office Supplies,Utica,United States,LS-17245,Lynn Smith,26/11/2019,CA-2019-124730,Profitable,13501,OFF-LA-10001158,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",East,5819,Consumer,26/11/2019,Same Day,Shipped On Time,New York,Labels,0,0,0.00%,45,9,93,140
Office Supplies,Utica,United States,LS-17245,Lynn Smith,26/11/2019,CA-2019-124730,Profitable,13501,OFF-LA-10001613,Avery File Folder Labels,East,5820,Consumer,26/11/2019,Same Day,Shipped On Time,New York,Labels,0,0,0.00%,6,4,12,17
Office Supplies,San Francisco,United States,CS-12175,Charles Sheldon,12/05/2022,CA-2022-117632,Profitable,94122,OFF-SU-10000157,Compact Automatic Electric Letter Opener,West,5821,Corporate,18/05/2022,Standard Class,Shipped On Time,California,Supplies,6,6,0.00%,5,2,239,357
Office Supplies,San Francisco,United States,CS-12175,Charles Sheldon,12/05/2022,CA-2022-117632,Profitable,94122,OFF-AP-10004868,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,West,5822,Corporate,18/05/2022,Standard Class,Shipped On Time,California,Appliances,6,6,0.00%,2,1,8,12
Furniture,San Francisco,United States,CS-12175,Charles Sheldon,12/05/2022,CA-2022-117632,Profitable,94122,FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",West,5823,Corporate,18/05/2022,Standard Class,Shipped On Time,California,Tables,6,6,20.00%,-11,5,285,428
Office Supplies,San Francisco,United States,CS-12175,Charles Sheldon,12/05/2022,CA-2022-117632,Profitable,94122,OFF-BI-10001900,"DXL Angle-View Binders with Locking Rings, Black",West,5824,Corporate,18/05/2022,Standard Class,Shipped On Time,California,Binders,6,6,20.00%,6,4,19,29
Office Supplies,Columbus,United States,AR-10510,Andrew Roberts,2/05/2019,CA-2019-115056,Profitable,43229,OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,East,5825,Consumer,2/05/2019,Same Day,Shipped On Time,Ohio,Appliances,0,0,20.00%,2,3,26,39
Office Supplies,New York City,United States,KB-16405,Katrina Bavinger,3/09/2022,CA-2022-161067,Profitable,10035,OFF-PA-10000418,Xerox 189,East,5826,Home Office,6/09/2022,Second Class,Shipped On Time,New York,Paper,3,3,0.00%,201,4,419,628
Furniture,New York City,United States,KB-16405,Katrina Bavinger,3/09/2022,CA-2022-161067,Profitable,10035,FUR-CH-10004626,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,East,5827,Home Office,6/09/2022,Second Class,Shipped On Time,New York,Chairs,3,3,10.00%,14,1,91,136
Furniture,New York City,United States,KB-16405,Katrina Bavinger,3/09/2022,CA-2022-161067,Profitable,10035,FUR-CH-10004860,Global Low Back Tilter Chair,East,5828,Home Office,6/09/2022,Second Class,Shipped On Time,New York,Chairs,3,3,10.00%,-8,2,182,272
Office Supplies,New York City,United States,KB-16405,Katrina Bavinger,3/09/2022,CA-2022-161067,Profitable,10035,OFF-AR-10003251,Prang Drawing Pencil Set,East,5829,Home Office,6/09/2022,Second Class,Shipped On Time,New York,Art,3,3,0.00%,2,2,6,8
Furniture,Richmond,United States,MM-17920,Michael Moore,3/12/2021,CA-2021-122063,Profitable,47374,FUR-TA-10004575,Hon 5100 Series Wood Tables,Central,5830,Consumer,7/12/2021,Standard Class,Shipped Early,Indiana,Tables,4,6,0.00%,105,2,582,872
Furniture,Richmond,United States,MM-17920,Michael Moore,3/12/2021,CA-2021-122063,Profitable,47374,FUR-CH-10004754,"Global Stack Chair with Arms, Black",Central,5831,Consumer,7/12/2021,Standard Class,Shipped Early,Indiana,Chairs,4,6,0.00%,8,1,30,45
Technology,San Diego,United States,RF-19735,Roland Fjeld,18/07/2020,CA-2020-111206,Profitable,92105,TEC-AC-10003095,Logitech G35 7.1-Channel Surround Sound Headset,West,5832,Consumer,22/07/2020,Standard Class,Shipped Early,California,Accessories,4,6,0.00%,177,4,520,779
Office Supplies,Concord,United States,BP-11290,Beth Paige,21/07/2021,CA-2021-142895,Profitable,28027,OFF-LA-10000262,Avery 494,South,5833,Consumer,26/07/2021,Standard Class,Shipped Early,North Carolina,Labels,5,6,20.00%,2,3,6,9
Furniture,Concord,United States,BP-11290,Beth Paige,21/07/2021,CA-2021-142895,Profitable,28027,FUR-CH-10002961,"Leather Task Chair, Black",South,5834,Consumer,26/07/2021,Standard Class,Shipped Early,North Carolina,Chairs,5,6,20.00%,0,5,364,545
Office Supplies,Miami,United States,MJ-17740,Max Jones,9/06/2020,CA-2020-101868,Unprofitable,33178,OFF-BI-10003876,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",South,5835,Consumer,16/06/2020,Standard Class,Shipped Late,Florida,Binders,7,6,70.00%,-43,5,64,96
Office Supplies,Miami,United States,MJ-17740,Max Jones,9/06/2020,CA-2020-101868,Unprofitable,33178,OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",South,5836,Consumer,16/06/2020,Standard Class,Shipped Late,Florida,Binders,7,6,70.00%,-27,3,39,58
Technology,Miami,United States,MJ-17740,Max Jones,9/06/2020,CA-2020-101868,Unprofitable,33178,TEC-AC-10004396,Logitech Keyboard K120,South,5837,Consumer,16/06/2020,Standard Class,Shipped Late,Florida,Accessories,7,6,20.00%,-8,5,73,109
Technology,Los Angeles,United States,DO-13645,Doug O'Connell,27/11/2022,CA-2022-133207,Profitable,90036,TEC-PH-10004100,Griffin GC17055 Auxiliary Audio Cable,West,5838,Consumer,3/12/2022,Standard Class,Shipped On Time,California,Phones,6,6,20.00%,6,4,58,86
Office Supplies,Seattle,United States,MV-17485,Mark Van Huff,27/03/2020,CA-2020-132948,Profitable,98115,OFF-ST-10000636,Rogers Profile Extra Capacity Storage Tub,West,5839,Consumer,3/04/2020,Standard Class,Shipped Late,Washington,Storage,7,6,0.00%,3,5,84,125
Office Supplies,Arlington,United States,MG-17875,Michael Grace,22/09/2020,CA-2020-134992,Profitable,22204,OFF-PA-10001972,Xerox 214,South,5840,Home Office,26/09/2020,Second Class,Shipped Late,Virginia,Paper,4,3,0.00%,16,5,32,49
Furniture,Arlington,United States,MG-17875,Michael Grace,22/09/2020,CA-2020-134992,Profitable,22204,FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",South,5841,Home Office,26/09/2020,Second Class,Shipped Late,Virginia,Furnishings,4,3,0.00%,11,2,48,72
Technology,San Diego,United States,BS-11665,Brian Stugart,17/11/2020,CA-2020-126725,Profitable,92105,TEC-PH-10003174,RCA ViSYS 25825 Wireless digital phone,West,5842,Consumer,21/11/2020,Standard Class,Shipped Early,California,Phones,4,6,20.00%,52,4,416,623
Office Supplies,San Diego,United States,BS-11665,Brian Stugart,17/11/2020,CA-2020-126725,Profitable,92105,OFF-ST-10001418,Carina Media Storage Towers in Natural & Black,West,5843,Consumer,21/11/2020,Standard Class,Shipped Early,California,Storage,4,6,0.00%,6,5,305,457
Furniture,San Diego,United States,BS-11665,Brian Stugart,17/11/2020,CA-2020-126725,Profitable,92105,FUR-FU-10002813,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",West,5844,Consumer,21/11/2020,Standard Class,Shipped Early,California,Furnishings,4,6,0.00%,29,4,81,121
Office Supplies,San Diego,United States,BS-11665,Brian Stugart,17/11/2020,CA-2020-126725,Profitable,92105,OFF-ST-10000129,Fellowes Recycled Storage Drawers,West,5845,Consumer,21/11/2020,Standard Class,Shipped Early,California,Storage,4,6,0.00%,54,7,777,1164
Office Supplies,San Diego,United States,BS-11665,Brian Stugart,17/11/2020,CA-2020-126725,Profitable,92105,OFF-PA-10001639,Xerox 203,West,5846,Consumer,21/11/2020,Standard Class,Shipped Early,California,Paper,4,6,0.00%,16,5,32,49
Furniture,San Diego,United States,BS-11665,Brian Stugart,17/11/2020,CA-2020-126725,Profitable,92105,FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,West,5847,Consumer,21/11/2020,Standard Class,Shipped Early,California,Chairs,4,6,20.00%,3,2,226,338
Furniture,San Diego,United States,BS-11665,Brian Stugart,17/11/2020,CA-2020-126725,Profitable,92105,FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,West,5848,Consumer,21/11/2020,Standard Class,Shipped Early,California,Furnishings,4,6,0.00%,15,3,37,55
Office Supplies,Roseville,United States,PO-19180,Philisse Overcash,10/11/2020,CA-2020-121783,Profitable,55113,OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,Central,5849,Home Office,14/11/2020,Standard Class,Shipped Early,Minnesota,Appliances,4,6,0.00%,179,2,716,1072
Office Supplies,Roseville,United States,PO-19180,Philisse Overcash,10/11/2020,CA-2020-121783,Profitable,55113,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,Central,5850,Home Office,14/11/2020,Standard Class,Shipped Early,Minnesota,Storage,4,6,0.00%,143,3,796,1191
Technology,Roseville,United States,PO-19180,Philisse Overcash,10/11/2020,CA-2020-121783,Profitable,55113,TEC-CO-10001571,Sharp 1540cs Digital Laser Copier,Central,5851,Home Office,14/11/2020,Standard Class,Shipped Early,Minnesota,Copiers,4,6,0.00%,275,1,550,824
Office Supplies,Roseville,United States,PO-19180,Philisse Overcash,10/11/2020,CA-2020-121783,Profitable,55113,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,Central,5852,Home Office,14/11/2020,Standard Class,Shipped Early,Minnesota,Binders,4,6,0.00%,34,3,75,112
Furniture,Roseville,United States,PO-19180,Philisse Overcash,10/11/2020,CA-2020-121783,Profitable,55113,FUR-FU-10004351,Staple-based wall hangings,Central,5853,Home Office,14/11/2020,Standard Class,Shipped Early,Minnesota,Furnishings,4,6,0.00%,13,3,29,44
Office Supplies,Virginia Beach,United States,DA-13450,Dianna Arnett,10/09/2019,US-2019-138835,Profitable,23464,OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,South,5854,Home Office,14/09/2019,Standard Class,Shipped Early,Virginia,Binders,4,6,0.00%,5,2,10,14
Office Supplies,Dallas,United States,AH-10690,Anna Häberlin,5/08/2020,CA-2020-112214,Unprofitable,75220,OFF-ST-10001505,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Central,5855,Corporate,11/08/2020,Standard Class,Shipped On Time,Texas,Storage,6,6,20.00%,-1,7,33,50
